field_path,observed_type,example_value_redacted,presence_count,benchmark,model_name,possible_semantic_role
$.flags.action.multi_actions,null,None,1,assistantbench,GenericAgent-gpt-4o-2024-11-20,action
$.flags.action.multi_actions,null,None,1,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,action
$.flags.action.multi_actions,null,None,1,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,action
$.flags.action.multi_actions,null,None,1,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,action
$.flags.action.multi_actions,null,None,1,visualwebarena,GenericAgent-gpt-4o-2024-11-20,action
$.flags.action.multi_actions,null,None,2,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,action
$.flags.action.multi_actions,null,None,1,webarena,GenericAgent-anthropic_claude-3.7-sonnet,action
$.flags.action.multi_actions,null,None,1,webarena,GenericAgent-gpt-4o-2024-11-20,action
$.flags.action.multi_actions,null,None,1,webarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,action
$.flags.action.multi_actions,null,None,1,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,action
$.flags.action.multi_actions,null,None,1,workarena,GenericAgent-anthropic_claude-3.7-sonnet,action
$.flags.action.multi_actions,null,None,1,workarena,GenericAgent-gpt-4o-2024-11-20,action
$.flags.action.multi_actions,null,None,1,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,action
$.flags.add_missparsed_messages,bool,True,1,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.flags.add_missparsed_messages,bool,True,1,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.flags.add_missparsed_messages,bool,True,1,assistantbench,GenericAgent-gpt-4o-2024-11-20,unclassified
$.flags.add_missparsed_messages,bool,True,1,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,unclassified
$.flags.add_missparsed_messages,bool,True,1,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.flags.add_missparsed_messages,bool,True,1,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.flags.add_missparsed_messages,bool,True,1,visualwebarena,GenericAgent-gpt-4o-2024-11-20,unclassified
$.flags.add_missparsed_messages,bool,True,2,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.flags.add_missparsed_messages,bool,True,1,webarena,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.flags.add_missparsed_messages,bool,True,1,webarena,GenericAgent-gpt-4o-2024-11-20,unclassified
$.flags.add_missparsed_messages,bool,True,1,webarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,unclassified
$.flags.add_missparsed_messages,bool,True,1,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.flags.add_missparsed_messages,bool,True,1,workarena,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.flags.add_missparsed_messages,bool,True,1,workarena,GenericAgent-gpt-4o-2024-11-20,unclassified
$.flags.add_missparsed_messages,bool,True,1,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,unclassified
$.flags.be_cautious,bool,True,1,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.flags.be_cautious,bool,True,1,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.flags.be_cautious,bool,True,1,assistantbench,GenericAgent-gpt-4o-2024-11-20,unclassified
$.flags.be_cautious,bool,True,1,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,unclassified
$.flags.be_cautious,bool,True,1,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.flags.be_cautious,bool,True,1,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.flags.be_cautious,bool,True,1,visualwebarena,GenericAgent-gpt-4o-2024-11-20,unclassified
$.flags.be_cautious,bool,True,2,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.flags.be_cautious,bool,True,1,webarena,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.flags.be_cautious,bool,True,1,webarena,GenericAgent-gpt-4o-2024-11-20,unclassified
$.flags.be_cautious,bool,True,1,webarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,unclassified
$.flags.be_cautious,bool,True,1,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.flags.be_cautious,bool,True,1,workarena,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.flags.be_cautious,bool,True,1,workarena,GenericAgent-gpt-4o-2024-11-20,unclassified
$.flags.be_cautious,bool,True,1,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,unclassified
$.flags.enable_chat,bool,False,1,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.flags.enable_chat,bool,False,1,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.flags.enable_chat,bool,False,1,assistantbench,GenericAgent-gpt-4o-2024-11-20,unclassified
$.flags.enable_chat,bool,False,1,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,unclassified
$.flags.enable_chat,bool,False,1,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.flags.enable_chat,bool,False,1,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.flags.enable_chat,bool,False,1,visualwebarena,GenericAgent-gpt-4o-2024-11-20,unclassified
$.flags.enable_chat,bool,False,2,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.flags.enable_chat,bool,False,1,webarena,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.flags.enable_chat,bool,False,1,webarena,GenericAgent-gpt-4o-2024-11-20,unclassified
$.flags.enable_chat,bool,False,1,webarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,unclassified
$.flags.enable_chat,bool,False,1,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.flags.enable_chat,bool,False,1,workarena,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.flags.enable_chat,bool,False,1,workarena,GenericAgent-gpt-4o-2024-11-20,unclassified
$.flags.enable_chat,bool,False,1,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,unclassified
$.flags.extra_instructions,null,None,1,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,task_instruction_or_metadata
$.flags.extra_instructions,null,None,1,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,task_instruction_or_metadata
$.flags.extra_instructions,null,None,1,assistantbench,GenericAgent-gpt-4o-2024-11-20,task_instruction_or_metadata
$.flags.extra_instructions,null,None,1,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,task_instruction_or_metadata
$.flags.extra_instructions,null,None,1,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,task_instruction_or_metadata
$.flags.extra_instructions,null,None,1,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,task_instruction_or_metadata
$.flags.extra_instructions,null,None,1,visualwebarena,GenericAgent-gpt-4o-2024-11-20,task_instruction_or_metadata
$.flags.extra_instructions,null,None,2,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,task_instruction_or_metadata
$.flags.extra_instructions,null,None,1,webarena,GenericAgent-anthropic_claude-3.7-sonnet,task_instruction_or_metadata
$.flags.extra_instructions,null,None,1,webarena,GenericAgent-gpt-4o-2024-11-20,task_instruction_or_metadata
$.flags.extra_instructions,null,None,1,webarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,task_instruction_or_metadata
$.flags.extra_instructions,null,None,1,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,task_instruction_or_metadata
$.flags.extra_instructions,null,None,1,workarena,GenericAgent-anthropic_claude-3.7-sonnet,task_instruction_or_metadata
$.flags.extra_instructions,null,None,1,workarena,GenericAgent-gpt-4o-2024-11-20,task_instruction_or_metadata
$.flags.extra_instructions,null,None,1,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,task_instruction_or_metadata
$.flags.flag_group,null,None,1,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.flags.flag_group,null,None,1,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.flags.flag_group,null,None,1,assistantbench,GenericAgent-gpt-4o-2024-11-20,unclassified
$.flags.flag_group,null,None,1,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,unclassified
$.flags.flag_group,null,None,1,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.flags.flag_group,null,None,1,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.flags.flag_group,null,None,1,visualwebarena,GenericAgent-gpt-4o-2024-11-20,unclassified
$.flags.flag_group,null,None,2,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.flags.flag_group,null,None,1,webarena,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.flags.flag_group,null,None,1,webarena,GenericAgent-gpt-4o-2024-11-20,unclassified
$.flags.flag_group,null,None,1,webarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,unclassified
$.flags.flag_group,null,None,1,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.flags.flag_group,null,None,1,workarena,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.flags.flag_group,null,None,1,workarena,GenericAgent-gpt-4o-2024-11-20,unclassified
$.flags.flag_group,null,None,1,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,unclassified
$.flags.max_prompt_tokens,int,12288,1,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.flags.max_prompt_tokens,int,12288,1,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.flags.max_prompt_tokens,int,12288,1,assistantbench,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.flags.max_prompt_tokens,int,12288,1,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,token_or_step_metadata
$.flags.max_prompt_tokens,int,12288,1,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.flags.max_prompt_tokens,int,12288,1,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.flags.max_prompt_tokens,int,12288,1,visualwebarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.flags.max_prompt_tokens,int,12288,2,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.flags.max_prompt_tokens,int,12288,1,webarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.flags.max_prompt_tokens,int,12288,1,webarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.flags.max_prompt_tokens,int,12288,1,webarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,token_or_step_metadata
$.flags.max_prompt_tokens,int,12288,1,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.flags.max_prompt_tokens,int,12288,1,workarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.flags.max_prompt_tokens,int,12288,1,workarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.flags.max_prompt_tokens,int,12288,1,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,token_or_step_metadata
$.flags.max_trunc_itr,int,20,1,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.flags.max_trunc_itr,int,20,1,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.flags.max_trunc_itr,int,20,1,assistantbench,GenericAgent-gpt-4o-2024-11-20,unclassified
$.flags.max_trunc_itr,int,20,1,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,unclassified
$.flags.max_trunc_itr,int,20,1,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.flags.max_trunc_itr,int,20,1,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.flags.max_trunc_itr,int,20,1,visualwebarena,GenericAgent-gpt-4o-2024-11-20,unclassified
$.flags.max_trunc_itr,int,20,2,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.flags.max_trunc_itr,int,20,1,webarena,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.flags.max_trunc_itr,int,20,1,webarena,GenericAgent-gpt-4o-2024-11-20,unclassified
$.flags.max_trunc_itr,int,20,1,webarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,unclassified
$.flags.max_trunc_itr,int,20,1,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.flags.max_trunc_itr,int,20,1,workarena,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.flags.max_trunc_itr,int,20,1,workarena,GenericAgent-gpt-4o-2024-11-20,unclassified
$.flags.max_trunc_itr,int,20,1,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,unclassified
$.flags.obs,dict,<dict:20>,1,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.flags.obs,dict,<dict:20>,1,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.flags.obs,dict,<dict:20>,1,assistantbench,GenericAgent-gpt-4o-2024-11-20,unclassified
$.flags.obs,dict,<dict:20>,1,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,unclassified
$.flags.obs,dict,<dict:20>,1,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.flags.obs,dict,<dict:20>,1,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.flags.obs,dict,<dict:20>,1,visualwebarena,GenericAgent-gpt-4o-2024-11-20,unclassified
$.flags.obs,dict,<dict:20>,2,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.flags.obs,dict,<dict:20>,1,webarena,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.flags.obs,dict,<dict:20>,1,webarena,GenericAgent-gpt-4o-2024-11-20,unclassified
$.flags.obs,dict,<dict:20>,1,webarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,unclassified
$.flags.obs,dict,<dict:20>,1,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.flags.obs,dict,<dict:20>,1,workarena,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.flags.obs,dict,<dict:20>,1,workarena,GenericAgent-gpt-4o-2024-11-20,unclassified
$.flags.obs,dict,<dict:20>,1,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,unclassified
$.flags.obs.extract_clickable_tag,bool,True,1,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.flags.obs.extract_clickable_tag,bool,True,1,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.flags.obs.extract_clickable_tag,bool,True,1,assistantbench,GenericAgent-gpt-4o-2024-11-20,unclassified
$.flags.obs.extract_clickable_tag,bool,True,1,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,unclassified
$.flags.obs.extract_clickable_tag,bool,True,1,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.flags.obs.extract_clickable_tag,bool,True,1,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.flags.obs.extract_clickable_tag,bool,True,1,visualwebarena,GenericAgent-gpt-4o-2024-11-20,unclassified
$.flags.obs.extract_clickable_tag,bool,True,2,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.flags.obs.extract_clickable_tag,bool,True,1,webarena,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.flags.obs.extract_clickable_tag,bool,True,1,webarena,GenericAgent-gpt-4o-2024-11-20,unclassified
$.flags.obs.extract_clickable_tag,bool,True,1,webarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,unclassified
$.flags.obs.extract_clickable_tag,bool,True,1,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.flags.obs.extract_clickable_tag,bool,True,1,workarena,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.flags.obs.extract_clickable_tag,bool,True,1,workarena,GenericAgent-gpt-4o-2024-11-20,unclassified
$.flags.obs.extract_clickable_tag,bool,True,1,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,unclassified
$.flags.obs.extract_coords,str,False,1,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.flags.obs.extract_coords,str,False,1,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.flags.obs.extract_coords,str,False,1,assistantbench,GenericAgent-gpt-4o-2024-11-20,unclassified
$.flags.obs.extract_coords,str,False,1,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,unclassified
$.flags.obs.extract_coords,str,False,1,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.flags.obs.extract_coords,str,False,1,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.flags.obs.extract_coords,str,False,1,visualwebarena,GenericAgent-gpt-4o-2024-11-20,unclassified
$.flags.obs.extract_coords,str,False,2,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.flags.obs.extract_coords,str,False,1,webarena,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.flags.obs.extract_coords,str,False,1,webarena,GenericAgent-gpt-4o-2024-11-20,unclassified
$.flags.obs.extract_coords,str,False,1,webarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,unclassified
$.flags.obs.extract_coords,str,False,1,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.flags.obs.extract_coords,str,False,1,workarena,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.flags.obs.extract_coords,str,False,1,workarena,GenericAgent-gpt-4o-2024-11-20,unclassified
$.flags.obs.extract_coords,str,False,1,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,unclassified
$.flags.obs.extract_visible_tag,bool,True,1,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.flags.obs.extract_visible_tag,bool,True,1,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.flags.obs.extract_visible_tag,bool,True,1,assistantbench,GenericAgent-gpt-4o-2024-11-20,unclassified
$.flags.obs.extract_visible_tag,bool,True,1,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,unclassified
$.flags.obs.extract_visible_tag,bool,True,1,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.flags.obs.extract_visible_tag,bool,True,1,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.flags.obs.extract_visible_tag,bool,True,1,visualwebarena,GenericAgent-gpt-4o-2024-11-20,unclassified
$.flags.obs.extract_visible_tag,bool,True,2,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.flags.obs.extract_visible_tag,bool,True,1,webarena,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.flags.obs.extract_visible_tag,bool,True,1,webarena,GenericAgent-gpt-4o-2024-11-20,unclassified
$.flags.obs.extract_visible_tag,bool,True,1,webarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,unclassified
$.flags.obs.extract_visible_tag,bool,True,1,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.flags.obs.extract_visible_tag,bool,True,1,workarena,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.flags.obs.extract_visible_tag,bool,True,1,workarena,GenericAgent-gpt-4o-2024-11-20,unclassified
$.flags.obs.extract_visible_tag,bool,True,1,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,unclassified
$.flags.obs.filter_som_only,bool,False,1,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.flags.obs.filter_som_only,bool,False,1,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.flags.obs.filter_som_only,bool,False,1,assistantbench,GenericAgent-gpt-4o-2024-11-20,unclassified
$.flags.obs.filter_som_only,bool,False,1,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,unclassified
$.flags.obs.filter_som_only,bool,False,1,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.flags.obs.filter_som_only,bool,False,1,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.flags.obs.filter_som_only,bool,False,1,visualwebarena,GenericAgent-gpt-4o-2024-11-20,unclassified
$.flags.obs.filter_som_only,bool,False,2,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
