protocol,trajectory_key,target,label,held_out_model,role,inner_fold,inner_n_splits,benchmark_group_primary,benchmark_group_secondary,group_key,model_name
leave_one_model_out,webarena::webarena.583::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,success,1,GenericAgent-anthropic_claude-3.7-sonnet,train,4,5,webarena,webarena,webarena::webarena.583,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
leave_one_model_out,webarena::webarena.586::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,success,0,GenericAgent-anthropic_claude-3.7-sonnet,train,1,5,webarena,webarena,webarena::webarena.586,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
leave_one_model_out,webarena::webarena.586::GenericAgent-anthropic_claude-3.7-sonnet,success,0,GenericAgent-anthropic_claude-3.7-sonnet,external_validation,,5,webarena,webarena,webarena::webarena.586,GenericAgent-anthropic_claude-3.7-sonnet
leave_one_model_out,webarena::webarena.586::GenericAgent-gpt-4o-2024-11-20,success,0,GenericAgent-anthropic_claude-3.7-sonnet,train,1,5,webarena,webarena,webarena::webarena.586,GenericAgent-gpt-4o-2024-11-20
leave_one_model_out,webarena::webarena.586::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,success,0,GenericAgent-anthropic_claude-3.7-sonnet,train,1,5,webarena,webarena,webarena::webarena.586,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
leave_one_model_out,webarena::webarena.604::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,success,1,GenericAgent-anthropic_claude-3.7-sonnet,train,3,5,webarena,webarena,webarena::webarena.604,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
leave_one_model_out,webarena::webarena.604::GenericAgent-anthropic_claude-3.7-sonnet,success,1,GenericAgent-anthropic_claude-3.7-sonnet,external_validation,,5,webarena,webarena,webarena::webarena.604,GenericAgent-anthropic_claude-3.7-sonnet
leave_one_model_out,webarena::webarena.604::GenericAgent-gpt-4o-2024-11-20,success,1,GenericAgent-anthropic_claude-3.7-sonnet,train,3,5,webarena,webarena,webarena::webarena.604,GenericAgent-gpt-4o-2024-11-20
leave_one_model_out,webarena::webarena.604::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,success,0,GenericAgent-anthropic_claude-3.7-sonnet,train,3,5,webarena,webarena,webarena::webarena.604,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
leave_one_model_out,webarena::webarena.629::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,success,1,GenericAgent-anthropic_claude-3.7-sonnet,train,2,5,webarena,webarena,webarena::webarena.629,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
leave_one_model_out,webarena::webarena.629::GenericAgent-anthropic_claude-3.7-sonnet,success,1,GenericAgent-anthropic_claude-3.7-sonnet,external_validation,,5,webarena,webarena,webarena::webarena.629,GenericAgent-anthropic_claude-3.7-sonnet
leave_one_model_out,webarena::webarena.629::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,success,1,GenericAgent-anthropic_claude-3.7-sonnet,train,2,5,webarena,webarena,webarena::webarena.629,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
leave_one_model_out,webarena::webarena.666::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,success,0,GenericAgent-anthropic_claude-3.7-sonnet,train,3,5,webarena,webarena,webarena::webarena.666,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
leave_one_model_out,webarena::webarena.666::GenericAgent-anthropic_claude-3.7-sonnet,success,0,GenericAgent-anthropic_claude-3.7-sonnet,external_validation,,5,webarena,webarena,webarena::webarena.666,GenericAgent-anthropic_claude-3.7-sonnet
leave_one_model_out,webarena::webarena.666::GenericAgent-gpt-4o-2024-11-20,success,0,GenericAgent-anthropic_claude-3.7-sonnet,train,3,5,webarena,webarena,webarena::webarena.666,GenericAgent-gpt-4o-2024-11-20
leave_one_model_out,webarena::webarena.666::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,success,0,GenericAgent-anthropic_claude-3.7-sonnet,train,3,5,webarena,webarena,webarena::webarena.666,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
leave_one_model_out,webarena::webarena.690::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,success,1,GenericAgent-anthropic_claude-3.7-sonnet,train,4,5,webarena,webarena,webarena::webarena.690,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
leave_one_model_out,webarena::webarena.690::GenericAgent-anthropic_claude-3.7-sonnet,success,1,GenericAgent-anthropic_claude-3.7-sonnet,external_validation,,5,webarena,webarena,webarena::webarena.690,GenericAgent-anthropic_claude-3.7-sonnet
leave_one_model_out,webarena::webarena.690::GenericAgent-gpt-4o-2024-11-20,success,1,GenericAgent-anthropic_claude-3.7-sonnet,train,4,5,webarena,webarena,webarena::webarena.690,GenericAgent-gpt-4o-2024-11-20
leave_one_model_out,webarena::webarena.690::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,success,1,GenericAgent-anthropic_claude-3.7-sonnet,train,4,5,webarena,webarena,webarena::webarena.690,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
leave_one_model_out,webarena::webarena.740::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,success,1,GenericAgent-anthropic_claude-3.7-sonnet,train,2,5,webarena,webarena,webarena::webarena.740,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
leave_one_model_out,webarena::webarena.740::GenericAgent-anthropic_claude-3.7-sonnet,success,1,GenericAgent-anthropic_claude-3.7-sonnet,external_validation,,5,webarena,webarena,webarena::webarena.740,GenericAgent-anthropic_claude-3.7-sonnet
leave_one_model_out,webarena::webarena.740::GenericAgent-gpt-4o-2024-11-20,success,1,GenericAgent-anthropic_claude-3.7-sonnet,train,2,5,webarena,webarena,webarena::webarena.740,GenericAgent-gpt-4o-2024-11-20
leave_one_model_out,webarena::webarena.740::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,success,1,GenericAgent-anthropic_claude-3.7-sonnet,train,2,5,webarena,webarena,webarena::webarena.740,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
leave_one_model_out,webarena::webarena.778::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,success,0,GenericAgent-anthropic_claude-3.7-sonnet,train,1,5,webarena,webarena,webarena::webarena.778,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
leave_one_model_out,webarena::webarena.778::GenericAgent-anthropic_claude-3.7-sonnet,success,0,GenericAgent-anthropic_claude-3.7-sonnet,external_validation,,5,webarena,webarena,webarena::webarena.778,GenericAgent-anthropic_claude-3.7-sonnet
leave_one_model_out,webarena::webarena.778::GenericAgent-gpt-4o-2024-11-20,success,0,GenericAgent-anthropic_claude-3.7-sonnet,train,1,5,webarena,webarena,webarena::webarena.778,GenericAgent-gpt-4o-2024-11-20
leave_one_model_out,webarena::webarena.778::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,success,0,GenericAgent-anthropic_claude-3.7-sonnet,train,1,5,webarena,webarena,webarena::webarena.778,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
leave_one_model_out,workarena::workarena.servicenow.create-user::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,success,1,GenericAgent-anthropic_claude-3.7-sonnet,train,3,5,workarena,workarena_l1,workarena::workarena.servicenow.create-user,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
leave_one_model_out,workarena::workarena.servicenow.create-user::GenericAgent-anthropic_claude-3.7-sonnet,success,1,GenericAgent-anthropic_claude-3.7-sonnet,external_validation,,5,workarena,workarena_l1,workarena::workarena.servicenow.create-user,GenericAgent-anthropic_claude-3.7-sonnet
leave_one_model_out,workarena::workarena.servicenow.create-user::GenericAgent-gpt-4o-2024-11-20,success,1,GenericAgent-anthropic_claude-3.7-sonnet,train,3,5,workarena,workarena_l1,workarena::workarena.servicenow.create-user,GenericAgent-gpt-4o-2024-11-20
leave_one_model_out,workarena::workarena.servicenow.create-user::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,success,1,GenericAgent-anthropic_claude-3.7-sonnet,train,3,5,workarena,workarena_l1,workarena::workarena.servicenow.create-user,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
leave_one_model_out,workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-development-laptop-p-c-l2::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,success,0,GenericAgent-anthropic_claude-3.7-sonnet,train,3,5,workarena,workarena_l2,workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-development-laptop-p-c-l2,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
leave_one_model_out,workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-development-laptop-p-c-l2::GenericAgent-anthropic_claude-3.7-sonnet,success,0,GenericAgent-anthropic_claude-3.7-sonnet,external_validation,,5,workarena,workarena_l2,workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-development-laptop-p-c-l2,GenericAgent-anthropic_claude-3.7-sonnet
leave_one_model_out,workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-development-laptop-p-c-l2::GenericAgent-gpt-4o-2024-11-20,success,0,GenericAgent-anthropic_claude-3.7-sonnet,train,3,5,workarena,workarena_l2,workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-development-laptop-p-c-l2,GenericAgent-gpt-4o-2024-11-20
leave_one_model_out,workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-development-laptop-p-c-l2::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,success,0,GenericAgent-anthropic_claude-3.7-sonnet,train,3,5,workarena,workarena_l2,workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-development-laptop-p-c-l2,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
leave_one_model_out,workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-standard-laptop-l2::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,success,0,GenericAgent-anthropic_claude-3.7-sonnet,train,2,5,workarena,workarena_l2,workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-standard-laptop-l2,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
leave_one_model_out,workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-standard-laptop-l2::GenericAgent-anthropic_claude-3.7-sonnet,success,0,GenericAgent-anthropic_claude-3.7-sonnet,external_validation,,5,workarena,workarena_l2,workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-standard-laptop-l2,GenericAgent-anthropic_claude-3.7-sonnet
leave_one_model_out,workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-standard-laptop-l2::GenericAgent-gpt-4o-2024-11-20,success,0,GenericAgent-anthropic_claude-3.7-sonnet,train,2,5,workarena,workarena_l2,workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-standard-laptop-l2,GenericAgent-gpt-4o-2024-11-20
leave_one_model_out,workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-standard-laptop-l2::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,success,0,GenericAgent-anthropic_claude-3.7-sonnet,train,2,5,workarena,workarena_l2,workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-standard-laptop-l2,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
leave_one_model_out,workarena::workarena.servicenow.dashboard-retrieve-incident-and-max-request-galaxy-note20-l2::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,success,0,GenericAgent-anthropic_claude-3.7-sonnet,train,5,5,workarena,workarena_l2,workarena::workarena.servicenow.dashboard-retrieve-incident-and-max-request-galaxy-note20-l2,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
leave_one_model_out,workarena::workarena.servicenow.dashboard-retrieve-incident-and-max-request-galaxy-note20-l2::GenericAgent-anthropic_claude-3.7-sonnet,success,0,GenericAgent-anthropic_claude-3.7-sonnet,external_validation,,5,workarena,workarena_l2,workarena::workarena.servicenow.dashboard-retrieve-incident-and-max-request-galaxy-note20-l2,GenericAgent-anthropic_claude-3.7-sonnet
leave_one_model_out,workarena::workarena.servicenow.dashboard-retrieve-incident-and-max-request-galaxy-note20-l2::GenericAgent-gpt-4o-2024-11-20,success,0,GenericAgent-anthropic_claude-3.7-sonnet,train,5,5,workarena,workarena_l2,workarena::workarena.servicenow.dashboard-retrieve-incident-and-max-request-galaxy-note20-l2,GenericAgent-gpt-4o-2024-11-20
leave_one_model_out,workarena::workarena.servicenow.dashboard-retrieve-incident-and-max-request-galaxy-note20-l2::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,success,0,GenericAgent-anthropic_claude-3.7-sonnet,train,5,5,workarena,workarena_l2,workarena::workarena.servicenow.dashboard-retrieve-incident-and-max-request-galaxy-note20-l2,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
leave_one_model_out,workarena::workarena.servicenow.filter-requested-items-and-order-apple-mac-book-pro15-l2::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,success,0,GenericAgent-anthropic_claude-3.7-sonnet,train,2,5,workarena,workarena_l2,workarena::workarena.servicenow.filter-requested-items-and-order-apple-mac-book-pro15-l2,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
leave_one_model_out,workarena::workarena.servicenow.filter-requested-items-and-order-apple-mac-book-pro15-l2::GenericAgent-anthropic_claude-3.7-sonnet,success,1,GenericAgent-anthropic_claude-3.7-sonnet,external_validation,,5,workarena,workarena_l2,workarena::workarena.servicenow.filter-requested-items-and-order-apple-mac-book-pro15-l2,GenericAgent-anthropic_claude-3.7-sonnet
leave_one_model_out,workarena::workarena.servicenow.filter-requested-items-and-order-apple-mac-book-pro15-l2::GenericAgent-gpt-4o-2024-11-20,success,0,GenericAgent-anthropic_claude-3.7-sonnet,train,2,5,workarena,workarena_l2,workarena::workarena.servicenow.filter-requested-items-and-order-apple-mac-book-pro15-l2,GenericAgent-gpt-4o-2024-11-20
leave_one_model_out,workarena::workarena.servicenow.filter-requested-items-and-order-apple-mac-book-pro15-l2::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,success,0,GenericAgent-anthropic_claude-3.7-sonnet,train,2,5,workarena,workarena_l2,workarena::workarena.servicenow.filter-requested-items-and-order-apple-mac-book-pro15-l2,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
leave_one_model_out,workarena::workarena.servicenow.filter-three-items-uniform-expenses-and-find-total-return-large-l2::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,success,1,GenericAgent-anthropic_claude-3.7-sonnet,train,3,5,workarena,workarena_l2,workarena::workarena.servicenow.filter-three-items-uniform-expenses-and-find-total-return-large-l2,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
leave_one_model_out,workarena::workarena.servicenow.filter-three-items-uniform-expenses-and-find-total-return-large-l2::GenericAgent-anthropic_claude-3.7-sonnet,success,0,GenericAgent-anthropic_claude-3.7-sonnet,external_validation,,5,workarena,workarena_l2,workarena::workarena.servicenow.filter-three-items-uniform-expenses-and-find-total-return-large-l2,GenericAgent-anthropic_claude-3.7-sonnet
leave_one_model_out,workarena::workarena.servicenow.filter-three-items-uniform-expenses-and-find-total-return-large-l2::GenericAgent-gpt-4o-2024-11-20,success,0,GenericAgent-anthropic_claude-3.7-sonnet,train,3,5,workarena,workarena_l2,workarena::workarena.servicenow.filter-three-items-uniform-expenses-and-find-total-return-large-l2,GenericAgent-gpt-4o-2024-11-20
leave_one_model_out,workarena::workarena.servicenow.filter-three-items-uniform-expenses-and-find-total-return-large-l2::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,success,0,GenericAgent-anthropic_claude-3.7-sonnet,train,3,5,workarena,workarena_l2,workarena::workarena.servicenow.filter-three-items-uniform-expenses-and-find-total-return-large-l2,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
leave_one_model_out,workarena::workarena.servicenow.filter-trivial-expenses-find-total-return-and-select-investments-medium-l2::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,success,0,GenericAgent-anthropic_claude-3.7-sonnet,train,1,5,workarena,workarena_l2,workarena::workarena.servicenow.filter-trivial-expenses-find-total-return-and-select-investments-medium-l2,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
leave_one_model_out,workarena::workarena.servicenow.filter-trivial-expenses-find-total-return-and-select-investments-medium-l2::GenericAgent-anthropic_claude-3.7-sonnet,success,1,GenericAgent-anthropic_claude-3.7-sonnet,external_validation,,5,workarena,workarena_l2,workarena::workarena.servicenow.filter-trivial-expenses-find-total-return-and-select-investments-medium-l2,GenericAgent-anthropic_claude-3.7-sonnet
leave_one_model_out,workarena::workarena.servicenow.filter-trivial-expenses-find-total-return-and-select-investments-medium-l2::GenericAgent-gpt-4o-2024-11-20,success,1,GenericAgent-anthropic_claude-3.7-sonnet,train,1,5,workarena,workarena_l2,workarena::workarena.servicenow.filter-trivial-expenses-find-total-return-and-select-investments-medium-l2,GenericAgent-gpt-4o-2024-11-20
leave_one_model_out,workarena::workarena.servicenow.filter-trivial-expenses-find-total-return-and-select-investments-medium-l2::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,success,1,GenericAgent-anthropic_claude-3.7-sonnet,train,1,5,workarena,workarena_l2,workarena::workarena.servicenow.filter-trivial-expenses-find-total-return-and-select-investments-medium-l2,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
leave_one_model_out,workarena::workarena.servicenow.get-warranty-expiration-date-l2::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,success,0,GenericAgent-anthropic_claude-3.7-sonnet,train,5,5,workarena,workarena_l2,workarena::workarena.servicenow.get-warranty-expiration-date-l2,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
leave_one_model_out,workarena::workarena.servicenow.get-warranty-expiration-date-l2::GenericAgent-anthropic_claude-3.7-sonnet,success,1,GenericAgent-anthropic_claude-3.7-sonnet,external_validation,,5,workarena,workarena_l2,workarena::workarena.servicenow.get-warranty-expiration-date-l2,GenericAgent-anthropic_claude-3.7-sonnet
leave_one_model_out,workarena::workarena.servicenow.get-warranty-expiration-date-l2::GenericAgent-gpt-4o-2024-11-20,success,0,GenericAgent-anthropic_claude-3.7-sonnet,train,5,5,workarena,workarena_l2,workarena::workarena.servicenow.get-warranty-expiration-date-l2,GenericAgent-gpt-4o-2024-11-20
leave_one_model_out,workarena::workarena.servicenow.get-warranty-expiration-date-l2::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,success,0,GenericAgent-anthropic_claude-3.7-sonnet,train,5,5,workarena,workarena_l2,workarena::workarena.servicenow.get-warranty-expiration-date-l2,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
leave_one_model_out,workarena::workarena.servicenow.high-priority-filter-problems-and-mark-duplicates-medium-l2::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,success,0,GenericAgent-anthropic_claude-3.7-sonnet,train,2,5,workarena,workarena_l2,workarena::workarena.servicenow.high-priority-filter-problems-and-mark-duplicates-medium-l2,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
leave_one_model_out,workarena::workarena.servicenow.high-priority-filter-problems-and-mark-duplicates-medium-l2::GenericAgent-anthropic_claude-3.7-sonnet,success,0,GenericAgent-anthropic_claude-3.7-sonnet,external_validation,,5,workarena,workarena_l2,workarena::workarena.servicenow.high-priority-filter-problems-and-mark-duplicates-medium-l2,GenericAgent-anthropic_claude-3.7-sonnet
leave_one_model_out,workarena::workarena.servicenow.high-priority-filter-problems-and-mark-duplicates-medium-l2::GenericAgent-gpt-4o-2024-11-20,success,0,GenericAgent-anthropic_claude-3.7-sonnet,train,2,5,workarena,workarena_l2,workarena::workarena.servicenow.high-priority-filter-problems-and-mark-duplicates-medium-l2,GenericAgent-gpt-4o-2024-11-20
